id,language,clean_text,task1,task2,emotion
6375,es,me quiero follar al osito bimbo sus deliciosas curvas me excitan demasiado tanto que me hacen llegar al orgasmo de solo verlas me gustara darle unas fuertes nalgadas sus blancas suaves pompas joder me tienes demente ni puedo verte en el supermercado porque se me pone dura,non-sexist,non-sexist,joy
6376,es,hay que parar el feminismozurdo de que quiere convertir las mujeres en arma contra el sistema ofreciendo feminismo analfabeto irreal distpico,sexist,ideological-inequality,joy
6377,es,personas dicen que les envan foto penes arman ese escndalo en la red seora seorita hay una funcin que se llama bloquear bloquee listo sin hacer escndalo sencillamente bloquee la funcin no abra los no notificados brralo como dicen los chamos,sexist,sexual-violence,joy
6378,es,mejor pelear futbolista pelear color combina mas von el rosado como tu,sexist,stereotyping-dominance,joy
6379,es,esa escena de the punisher que frank castle se empieza pegar con mujeres en un bao nooooo,non-sexist,non-sexist,joy
6380,es,claro ahora denunciar esas prcticas violentas vejatoriasde machos alfas los que les gustara azotar mujeres hasta sangrar que no tienen reparos en quedarse visualizar tarjetas de telfono de compaeras con contenidos ntimos,sexist,misogyny-non-sexual-violence,anger
6381,es,tengo que hacer para no ser tibio no relacionarme con el que piensa diferentedecirle por ejemplo la chica que me hace rer la pasamos re bien nos gustamos etc mira la paso de puta madre con vos pero pensas diferente en algunas cosas bayes sectario tu pensamiento,non-sexist,non-sexist,joy
6382,es,vieja frigida frustrada que pesar,sexist,misogyny-non-sexual-violence,fear
6383,es,una mujer alterada al volante es un peligro,sexist,stereotyping-dominance,fear
6384,es,buen da feliz domingorecuerden inventaron eso del mansplaining porque es el reflejo de una persona con complejo de inferioridad porque no acepta que alguien que no sea ella sepa en determinado tema decir una persona mediocre insegura ineptagracias,non-sexist,non-sexist,sadness
6385,es,son malas personasesta mujer estuvo sin poder darle rienda suelta sus mentiras por durante das ahora hay que aguantarlay su nieta es peor porque aparte de ser mala persona es ignorante se nota cada vez que abre la boca paciencia porque estamos en un pas libre,sexist,misogyny-non-sexual-violence,fear
6386,es,fjate mi me flipa que quienes abogan por el aborto sin lmites para las mujeres sin ofrecer ningn tipo de solucin que no pase por asesinar sus hijos se permitan el lujo de calificarse como futuras mamis,non-sexist,non-sexist,joy
6387,es,porque la gran mayora de twiter son mujeres las mujeres ni con un ptalo de rosa ah siempre tienen la razn que sera de nosotros si no existieran ellas,sexist,misogyny-non-sexual-violence,joy
6388,es,somos mgtow,sexist,misogyny-non-sexual-violence,fear
6389,es,la pava es un poco puta en el sentido de guarra bsicamente si fuera un hombre sera un putogolfoguarro no hay transfondo,sexist,misogyny-non-sexual-violence,fear
6390,es,decir que si yo le pregunto una mujer quieres libre conscientemente en pleno uso de tus facultades mentales masturbarme la requerida sin decir nada sonre me guia un ojo me baja la bragueta empieza masturbarme no ha consentido,sexist,sexual-violence,joy
6391,es,la gente se centra en es un trabajo remunerado en no se les obliga en que ellas deciden libremente ese no es el punto foco debe ser cul es el propsito del anfitrionaje exhibir una mujer bella para qu todo trabajo tiene funcin cul es sino el decorar,sexist,objectification,joy
6392,es,truco est en seguir escribiendo pelotudeces hasta que se les olvide que no tengo tetas,sexist,objectification,joy
6393,es,serio le echis la culpa de follar la mujer pavn lo estaba haciendo obligado nada que el machismo siga perdurando encima la como altavoz que vergenza lacasafuerte,sexist,stereotyping-dominance,fear
6394,es,irnico que las mujeres sepan diferenciar entre tonos de labiales esmaltes para uas pero no saben diferenciar entre un hombre pendejo uno que en realidad vale la pena,sexist,stereotyping-dominance,joy
6395,es,legtimas crticas que desde un sector pequeo pero muy activo en redes se le hacencreo que esto es veraz no ser que quienes opinamos diferente ya no seamos feministas insisto el feminismo es plural diverso por mucho que haya quien se empee en monopolizarlo,non-sexist,non-sexist,fear
6396,es,hasta que tienes no sientes atraccin sexual ni puedes practicar sexo la patrulla mojigata sexista misndrica putfoba trnsfoba ataca de nuevo no ni por qu perdemos tiempo con esta gente,sexist,stereotyping-dominance,anger
6397,es,un da donde la gente pendeja que en este mundo no sirve nada normaliza violaciones dicen qu las mujeres solo sirven para complacer los hombres normaliza coger con bebs matar gente dice cosas sin sentido ya vamos para el cada ao empeoran,sexist,sexual-violence,joy
6398,es,monedero es un virgen hablando de follar terico de universidad que vive de hacerse pajas mentales en bucle algo que cuela con los estudiantes pero hablar de follar no es follar por eso en cuanto se cruza con una mujer como etxebarra no le dura ni un segundo,sexist,sexual-violence,joy
6399,es,como tambin es de nazi salir quemar iglesias salir matar bla bla no se cansan de jugar con palabras para querer descalificar una mujer libre segura con convicciones como es delfina crtenla muchachos,sexist,ideological-inequality,joy
6400,es,saben que la verdad es que me re quiero casar tener hijos estoy harta de esta presin constante de tener que ser una mujer independiente solitaria soy consciente de que me educaron para desear maternar pero no tengo fuerzas para ir en contra de eso chau,sexist,stereotyping-dominance,joy
6401,es,yo creo que la guarra esta lo ha obligado quitarse la chaqueta hacerse una foto que parezca que se han acostado juntos mujerdic,sexist,misogyny-non-sexual-violence,joy
6402,es,de las feministas dice jaja donde hay que firmar,sexist,ideological-inequality,fear
6403,es,simp es el que hace todo por una mujer solo para obtener atencin que lleguen ser algo en este caso tu ya lograste algo por lo que solo eres buen noviosi lees esto eres simp jajka,sexist,misogyny-non-sexual-violence,fear
6404,es,la mayora de los comentarios machistas que me han dicho vienen de mujeres,sexist,misogyny-non-sexual-violence,fear
6405,es,tampoco representa el feminismo una mujer doble cara doble moral mustia sumisa que perdona todo por amor eso tampoco es feminismo,sexist,ideological-inequality,joy
6406,es,se nota que esta mujer no tiene nada en la cabeza es abogada ve trabajar,sexist,misogyny-non-sexual-violence,fear
6407,es,espero que la novia llevase lotera ahora me convierta en una mujer florero,sexist,stereotyping-dominance,joy
6408,es,helen mack es la razn por la que no han nombrado las cortes en guatemala corrupta perversa marimacho porque no tiene definicin de sexo tiene coptado el min de gobernacin ella es parte del crimen organizado,non-sexist,non-sexist,joy
6409,es,que molesto deplorable dejan la mujer verdad crees que una mujer no es capaz de mentir robar ser mezquinatambin hay mujeres muy bien preparadas lamentablemente sandoval piedra cordero estefana clouthier ney etc no estn preparadas solo son un florero,sexist,ideological-inequality,sadness
6410,es,pero la piba plantea qje es transfobia rechazar un chicochica trans soo por ser trans para mi tiene razn,non-sexist,non-sexist,fear
6411,es,por favor me gustara conocer chavales muy muy jovencitos cerca mi pueblo barcelona en pallej me encantara follar,non-sexist,non-sexist,joy
6412,es,ser condenado el moo amante de la que quiere llegar borracha sola casa la de la igualdad feminazi,sexist,ideological-inequality,joy
6413,es,la lucha de clases es una necesidad material histrica no producto de la ideologa de los hombres las mujeres explotadas lo sabemos porque lo vivimos no porque alguien nos ideologiz con su androcentrismo,non-sexist,non-sexist,fear
6414,es,,non-sexist,non-sexist,fear
6415,es,,sexist,objectification,fear
6416,es,que has engordado que ests muy flaca que el pelo te queda mejor lacio que esa ropa no te forma bien que mejor usa tacos para verte estilizada que te tapes las boobs porque provocas que la falda un poco corta que calladita te ves bonita,sexist,objectification,joy
6417,es,cuando me dijo que mi marido me abandon no vi que saltaras no se pueden explicar todos los chistes,sexist,misogyny-non-sexual-violence,anger
6418,es,enamore con su intelecto otras cualidades de caballero pilascon eso hermano follar la mente de una mujer es mejor ser bonito sin cerebro,sexist,misogyny-non-sexual-violence,joy
6419,es,todos los hombres del mundo en ese dibujo lo digo por qu si vas caer en el notallmen pues notallmen estn representados as que solo se ofende quien si se ve,non-sexist,non-sexist,fear
6420,es,hombres recuerden que para las mujeres es bonito recibir pequeos detalles sin necesidad de ocasiones especiales por mucho que podamos complacernos nosotras mismas no dejen pasar oportunidadesmujeres los detalles no solo deben ser iniciativas de los hombres,sexist,stereotyping-dominance,joy
6421,es,marxismo le ha hecho mucho dao la humanidad lo sigue haciendo con los sucedneos de la lucha de clases que propone feminismo ecologismo ambientalismo indigenismo alternativas que con mucho son peores que lo vigente hegemnico,sexist,ideological-inequality,joy
6422,es,no usa una feministe feminazi soy un helicoptero apache soy re graciosos,sexist,ideological-inequality,anger
6423,es,exacto el pas es mucho que el salto ngel las playas la belleza de las mujeres la riqueza del subsuelo pero veces hay que perder unas cosas para entender otras,sexist,objectification,joy
6424,es,asumes cosas que yo no soy yo tengo muy claro lo que eres te he intentado explicar cosas del feminazi mi superioridad argumentativa lol no sales por cmo respondes se ve no tienes comprensin lectora normal seguro no lees libros lo dejo,sexist,ideological-inequality,joy
6425,es,si el aborto es ilegal entonces un hombre que deja una mujer embarazada tambin debera ser ilegal si la mujer no puede salir del embarazo los hombres tampoco deberan,non-sexist,non-sexist,anger
6426,es,digo su esposa est embarazada ella dijo que quera un embarazo tranquilo pero ah va esta escoria hacer polmica porque solo as tiene atencin,non-sexist,non-sexist,joy
6427,es,la gente no sabe lo es el feminismo aun as est en su contra,non-sexist,non-sexist,anger
6428,es,hola para nada eres fea princesa contrario eres una doncella,sexist,objectification,joy
6429,es,le mira el culo de serca oo,sexist,objectification,anger
6430,es,si,non-sexist,non-sexist,fear
6431,es,what algo as como cachonda pero frgida la vez,sexist,stereotyping-dominance,fear
6432,es,no lo permite la religin cristiana de pases nrdicos no la catlica espaola en espaa ni las mujeres pueden ser sacerdotisas si quiera es el estado quien permite matrimonio entre personas del mismo gnero de risa que me digas que me informe,sexist,stereotyping-dominance,joy
6433,es,,sexist,misogyny-non-sexual-violence,fear
6434,es,wtfcuidala mucho ahora es un buen momento para que entienda que no es bueno ese empoderamiento,sexist,stereotyping-dominance,joy
6435,es,me da risa porque esperan que el masculinismo haga en aos lo que ellas les ha tomado seguro pensar que esas grandes manifestaciones del de marzo fueron as desde el primer da jajajaja,sexist,ideological-inequality,joy
6436,es,odio est en que digas que las mujeres trans no son mujeres que no se les puede incluir en el feminismoese es tu odio porque ti en nada te afecta como se identifiquenterf,sexist,misogyny-non-sexual-violence,fear
6437,es,una feminazi empedernida contenta porque en vez de un regalo de goce personal le dieron un electrodomstico que reafirma su posicin en el hogar todo en orden,sexist,ideological-inequality,joy
6438,es,no estamos todas falta mara isabel miles de mujeres ellas deberan estar aqu esperando celebrar navidad con su familia amigos no siendo un nmero en lista de feminicidios hay que hacer justicia por todas las que no estan,sexist,misogyny-non-sexual-violence,joy
